s1,s2,s3,s4,date,value
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-08-30,5296958.58
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-08-30,34300.26171
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-08-30,10683805.88
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-08-30,578378.4343
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-08-30,1074596.907
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-08-30,-878068.7882
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-08-30,-329564.0339
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-08-30,11657971.36
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-08-30,744570.4221
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-08-30,-17215.5266
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-08-30,6576600.049
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-08-30,1379722.395
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-08-30,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-08-30,36589.216
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-08-30,-1478321.2
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-08-23,5397184.46
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-08-23,34277.5018
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-08-23,10392514.75
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-08-23,585050.8108
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-08-23,1103986.032
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-08-23,-904404.8625
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-08-23,-347476.013
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-08-23,11526896.46
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-08-23,752719.9029
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-08-23,-17196.45755
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-08-23,6559836.807
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-08-23,1373086.434
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-08-23,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-08-23,36612.354
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-08-23,-1442817.232
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-08-16,5492997.85
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-08-16,34165.44313
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-08-16,10422366.52
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-08-16,571920.781
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-08-16,1103986.032
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-08-16,-910441.8917
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-08-16,-323137.64
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-08-16,11583154.85
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-08-16,748863.9914
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-08-16,-17036.84755
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-08-16,6583314.509
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-08-16,1384948.848
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-08-16,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-08-16,36652.459
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-08-16,-1436637.812
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-08-09,5439253.053
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-08-09,34068.14993
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-08-09,10471548.01
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-08-09,576847.1989
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-08-09,1103986.032
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-08-09,-906218.9803
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-08-09,-341231.504
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-08-09,11620009.75
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-08-09,748812.1594
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-08-09,-16997.13152
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-08-09,6562304.379
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-08-09,1393005.459
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-08-09,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-08-09,36697.631
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-08-09,-1446435.487
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-08-02,5220824.645
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-08-02,33651.66909
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-08-02,10659419.73
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-08-02,554595.2883
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-08-02,1103986.032
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-08-02,-991669.1629
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-08-02,-353777.986
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-08-02,11658912.38
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-08-02,750353.3503
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-08-02,-17002.615
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-08-02,6544148.32
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-08-02,1381886.09
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-08-02,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-08-02,36460.133
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-08-02,-1412589.305
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-07-26,5195737.524
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-07-26,33967.39485
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-07-26,10567167.25
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-07-26,554347.2091
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-07-26,1103986.032
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-07-26,-1017762.054
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-07-26,-382932.534
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-07-26,11522635.75
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-07-26,748133.7676
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-07-26,-16554.29429
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-07-26,6551565.154
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-07-26,1394882.821
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-07-26,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-07-26,36222.52
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-07-26,-1356741.887
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-07-19,5217525.22
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-07-19,34030.87091
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-07-19,10585562.88
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-07-19,570707.8453
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-07-19,1109780.113
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-07-19,-1045509.906
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-07-19,-381235.321
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-07-19,11589350.46
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-07-19,744181.7473
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-07-19,-16525.03517
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-07-19,6569776.313
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-07-19,1400236.619
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-07-19,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-07-19,36237.758
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-07-19,-1354661.872
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-07-12,5188897.142
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-07-12,34032.76683
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-07-12,10670920.98
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-07-12,560167.4393
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-07-12,1109780.113
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-07-12,-983643.9406
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-07-12,-367680.78
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-07-12,11554468.91
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-07-12,743352.6167
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-07-12,-16273.98874
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-07-12,6547309.047
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-07-12,1390459.823
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-07-12,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-07-12,36239.321
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-07-12,-1316188.739
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2019-07-05,5057112.58
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2019-07-05,33953.37918
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2019-07-05,10810263.83
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2019-07-05,555638.8253
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2019-07-05,1109780.113
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2019-07-05,-1130963.076
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2019-07-05,-380126.375
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2019-07-05,11687984.47
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2019-07-05,740276.5633
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2019-07-05,-16241.44778
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2019-07-05,6599154.405
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2019-07-05,1390739.223
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2019-07-05,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2019-07-05,36254.059
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2019-07-05,-1336085.264
